timestamp,open,high,low,close,volume
2025-01-01 08:15:00+00:00,43147.42,43204.46,43119.19,43176.23,53.9132
2025-01-01 08:30:00+00:00,43176.23,43267.13,43071.74,43162.64,67.5246
2025-01-01 08:45:00+00:00,43162.64,43240.44,43077.96,43155.77,144.5401
2025-01-01 09:00:00+00:00,43155.77,43234.65,43130.51,43209.39,104.9601
2025-01-01 09:15:00+00:00,43209.39,43289.56,43155.73,43235.9,159.3637
2025-01-01 09:30:00+00:00,43235.9,43306.08,43162.52,43232.7,93.1778
2025-01-01 09:45:00+00:00,43232.7,43309.05,43130.68,43207.04,178.5473
2025-01-01 10:00:00+00:00,43207.04,43287.47,43098.39,43178.83,38.187
2025-01-01 10:15:00+00:00,43178.83,43218.84,43117.15,43157.17,90.8125
2025-01-01 10:30:00+00:00,43157.17,43209.95,43067.86,43120.64,81.046
2025-01-01 10:45:00+00:00,43120.64,43169.51,43081.33,43130.2,142.6285
2025-01-01 11:00:00+00:00,43130.2,43210.58,43068.02,43148.4,127.9718
2025-01-01 11:15:00+00:00,43148.4,43230.48,43092.65,43174.73,39.698
2025-01-01 11:30:00+00:00,43174.73,43208.03,43097.93,43131.24,52.1375
2025-01-01 11:45:00+00:00,43131.24,43194.76,43059.5,43123.03,178.1268
2025-01-01 12:00:00+00:00,43123.03,43192.16,43027.11,43096.24,164.8404
2025-01-01 12:15:00+00:00,43096.24,43257.84,43008.5,43170.1,124.1176
2025-01-01 12:30:00+00:00,43170.1,43267.62,43110.93,43208.44,106.5213
2025-01-01 12:45:00+00:00,43208.44,43287.98,43059.88,43139.42,96.5511
2025-01-01 13:00:00+00:00,43139.42,43263.08,43056.21,43179.87,68.2006
2025-01-01 13:15:00+00:00,43179.87,43282.71,43106.99,43209.84,41.0353
2025-01-01 13:30:00+00:00,43209.84,43242.64,43181.64,43214.45,129.0989
2025-01-01 13:45:00+00:00,43214.45,43331.26,43132.09,43248.9,178.8463
2025-01-01 14:00:00+00:00,43248.9,43343.31,43191.01,43285.42,137.2764
2025-01-01 14:15:00+00:00,43285.42,43327.35,43238.8,43280.73,69.0868
2025-01-01 14:30:00+00:00,43280.73,43338.53,43243.08,43300.88,57.1691
2025-01-01 14:45:00+00:00,43300.88,43352.93,43227.7,43279.75,100.1844
2025-01-01 15:00:00+00:00,43279.75,43346.74,43204.56,43271.54,168.9716
2025-01-01 15:15:00+00:00,43271.54,43341.57,43200.24,43270.27,129.3662
2025-01-01 15:30:00+00:00,43270.27,43368.16,43192.33,43290.22,122.8428
2025-01-01 15:45:00+00:00,43290.22,43363.67,43210.71,43284.17,170.3113
2025-01-01 16:00:00+00:00,43284.17,43343.67,43221.53,43281.04,122.8299
2025-01-01 16:15:00+00:00,43281.04,43382.58,43191.28,43292.82,168.8377
2025-01-01 16:30:00+00:00,43292.82,43358.45,43168.03,43233.66,133.7592
2025-01-01 16:45:00+00:00,43233.66,43326.19,43150.6,43243.12,30.8468
2025-01-01 17:00:00+00:00,43243.12,43362.51,43156.2,43275.58,32.1409
2025-01-01 17:15:00+00:00,43275.58,43342.08,43245.18,43311.68,62.1412
2025-01-01 17:30:00+00:00,43311.68,43408.64,43238.1,43335.06,125.3967
2025-01-01 17:45:00+00:00,43335.06,43400.28,43242.87,43308.09,106.7393
2025-01-01 18:00:00+00:00,43308.09,43379.9,43259.25,43331.06,106.4219
2025-01-01 18:15:00+00:00,43331.06,43439.79,43257.16,43365.9,55.1841
2025-01-01 18:30:00+00:00,43365.9,43422.49,43329.65,43386.25,48.5791
2025-01-01 18:45:00+00:00,43386.25,43435.16,43318.89,43367.8,30.7096
2025-01-01 19:00:00+00:00,43367.8,43416.38,43336.76,43385.34,148.7224
2025-01-01 19:15:00+00:00,43385.34,43430.27,43319.98,43364.9,114.4865
2025-01-01 19:30:00+00:00,43364.9,43441.03,43254.74,43330.87,32.6304
2025-01-01 19:45:00+00:00,43330.87,43442.68,43251.9,43363.71,161.7152
2025-01-01 20:00:00+00:00,43363.71,43463.42,43288.46,43388.17,126.6172
2025-01-01 20:15:00+00:00,43388.17,43510.14,43325.98,43447.95,51.1213
2025-01-01 20:30:00+00:00,43447.95,43546.06,43406.37,43504.48,136.0409
2025-01-01 20:45:00+00:00,43504.48,43586.36,43406.48,43488.37,36.9746
2025-01-01 21:00:00+00:00,43488.37,43582.21,43386.45,43480.3,44.0448
2025-01-01 21:15:00+00:00,43480.3,43596.48,43425.52,43541.71,138.7435
2025-01-01 21:30:00+00:00,43541.71,43618.15,43433.92,43510.37,109.6423
2025-01-01 21:45:00+00:00,43510.37,43621.14,43419.56,43530.33,39.3973
2025-01-01 22:00:00+00:00,43530.33,43623.68,43426.05,43519.4,170.0248
2025-01-01 22:15:00+00:00,43519.4,43555.86,43465.12,43501.58,171.7274
2025-01-01 22:30:00+00:00,43501.58,43584.53,43428.46,43511.42,63.2954
2025-01-01 22:45:00+00:00,43511.42,43613.95,43456.67,43559.2,141.2433
2025-01-01 23:00:00+00:00,43559.2,43606.69,43521.26,43568.74,53.6853
2025-01-01 23:15:00+00:00,43568.74,43652.85,43488.47,43572.57,57.2371
2025-01-01 23:30:00+00:00,43572.57,43652.29,43470.75,43550.47,92.2592
2025-01-01 23:45:00+00:00,43550.47,43612.45,43481.11,43543.09,43.412
2025-01-02 00:00:00+00:00,43543.09,43599.9,43494.25,43551.05,28.5009
2025-01-02 00:15:00+00:00,43551.05,43581.2,43524.64,43554.79,55.1897
2025-01-02 00:30:00+00:00,43554.79,43679.9,43503.3,43628.41,175.2715
2025-01-02 00:45:00+00:00,43628.41,43659.93,43591.44,43622.96,62.3564
2025-01-02 01:00:00+00:00,43622.96,43722.22,43573.22,43672.48,103.6901
2025-01-02 01:15:00+00:00,43672.48,43739.93,43576.0,43643.45,172.7864
2025-01-02 01:30:00+00:00,43643.45,43676.16,43608.26,43640.98,143.8804
2025-01-02 01:45:00+00:00,43640.98,43702.35,43527.42,43588.79,97.9679
2025-01-02 02:00:00+00:00,43588.79,43669.38,43529.25,43609.84,89.1596
2025-01-02 02:15:00+00:00,43609.84,43637.39,43548.08,43575.64,42.6345
2025-01-02 02:30:00+00:00,43575.64,43663.24,43536.09,43623.69,131.8207
2025-01-02 02:45:00+00:00,43623.69,43649.67,43577.95,43603.93,63.0994
2025-01-02 03:00:00+00:00,43603.93,43713.97,43527.44,43637.48,71.2746
2025-01-02 03:15:00+00:00,43637.48,43733.77,43581.33,43677.62,177.3957
2025-01-02 03:30:00+00:00,43677.62,43722.96,43613.99,43659.34,124.502
2025-01-02 03:45:00+00:00,43659.34,43711.77,43572.03,43624.46,156.0291
2025-01-02 04:00:00+00:00,43624.46,43654.31,43580.47,43610.32,83.9036
2025-01-02 04:15:00+00:00,43610.32,43704.14,43510.64,43604.46,123.4037
2025-01-02 04:30:00+00:00,43604.46,43680.47,43537.68,43613.69,137.6738
2025-01-02 04:45:00+00:00,43613.69,43737.87,43541.12,43665.3,138.7956
2025-01-02 05:00:00+00:00,43665.3,43773.88,43575.94,43684.52,156.2622
2025-01-02 05:15:00+00:00,43684.52,43758.51,43589.59,43663.58,165.3816
2025-01-02 05:30:00+00:00,43663.58,43732.76,43546.09,43615.27,135.3982
2025-01-02 05:45:00+00:00,43615.27,43668.19,43561.9,43614.82,151.3467
2025-01-02 06:00:00+00:00,43614.82,43659.72,43532.8,43577.71,38.2716
2025-01-02 06:15:00+00:00,43577.71,43615.9,43542.98,43581.18,126.9574
2025-01-02 06:30:00+00:00,43581.18,43615.8,43527.87,43562.49,115.526
2025-01-02 06:45:00+00:00,43562.49,43633.22,43463.65,43534.39,59.3621
2025-01-02 07:00:00+00:00,43534.39,43637.44,43450.09,43553.13,25.4104
2025-01-02 07:15:00+00:00,43553.13,43610.12,43520.77,43577.76,175.6441
2025-01-02 07:30:00+00:00,43577.76,43672.13,43460.64,43555.01,44.9501
2025-01-02 07:45:00+00:00,43555.01,43616.92,43454.46,43516.37,34.3006
2025-01-02 08:00:00+00:00,43516.37,43584.47,43486.48,43554.58,93.2175
2025-01-02 08:15:00+00:00,43554.58,43643.21,43468.94,43557.58,78.0936
2025-01-02 08:30:00+00:00,43557.58,43634.76,43518.49,43595.67,107.7624
2025-01-02 08:45:00+00:00,43595.67,43675.97,43490.69,43570.99,29.4244
2025-01-02 09:00:00+00:00,43570.99,43613.1,43516.85,43558.97,40.3013
2025-01-02 09:15:00+00:00,43558.97,43617.65,43522.64,43581.32,87.9627
2025-01-02 09:30:00+00:00,43581.32,43744.3,43494.31,43657.3,55.4127
2025-01-02 09:45:00+00:00,43657.3,43727.62,43599.74,43670.06,116.9125
2025-01-02 10:00:00+00:00,43670.06,43732.42,43627.14,43689.5,155.6416
2025-01-02 10:15:00+00:00,43689.5,43722.12,43614.58,43647.2,92.4044
2025-01-02 10:30:00+00:00,43647.2,43684.18,43616.81,43653.8,42.488
2025-01-02 10:45:00+00:00,43653.8,43742.65,43559.79,43648.64,49.7557
2025-01-02 11:00:00+00:00,43648.64,43695.34,43560.47,43607.16,161.8309
2025-01-02 11:15:00+00:00,43607.16,43692.84,43552.69,43638.36,69.7504
2025-01-02 11:30:00+00:00,43638.36,43686.99,43596.99,43645.62,82.1287
2025-01-02 11:45:00+00:00,43645.62,43741.71,43571.33,43667.42,179.0246
2025-01-02 12:00:00+00:00,43667.42,43743.52,43551.95,43628.05,147.6694
2025-01-02 12:15:00+00:00,43628.05,43687.17,43580.75,43639.86,79.678
2025-01-02 12:30:00+00:00,43639.86,43666.89,43588.37,43615.4,139.2327
2025-01-02 12:45:00+00:00,43615.4,43733.17,43541.69,43659.47,47.0153
2025-01-02 13:00:00+00:00,43659.47,43754.28,43523.9,43618.71,94.8873
2025-01-02 13:15:00+00:00,43618.71,43654.11,43568.34,43603.74,173.6771
2025-01-02 13:30:00+00:00,43603.74,43654.31,43543.83,43594.41,133.5359
2025-01-02 13:45:00+00:00,43594.41,43676.98,43465.66,43548.23,159.4712
2025-01-02 14:00:00+00:00,43548.23,43623.82,43463.98,43539.57,99.3486
2025-01-02 14:15:00+00:00,43539.57,43579.99,43508.45,43548.87,119.1671
2025-01-02 14:30:00+00:00,43548.87,43625.68,43493.07,43569.87,65.6449
2025-01-02 14:45:00+00:00,43569.87,43610.96,43498.5,43539.59,117.3403
2025-01-02 15:00:00+00:00,43539.59,43629.49,43448.03,43537.93,60.2375
2025-01-02 15:15:00+00:00,43537.93,43577.96,43486.45,43526.48,63.3651
2025-01-02 15:30:00+00:00,43526.48,43632.1,43451.03,43556.65,56.9544
2025-01-02 15:45:00+00:00,43556.65,43659.17,43465.82,43568.33,80.7379
2025-01-02 16:00:00+00:00,43568.33,43634.14,43462.03,43527.84,31.6793
2025-01-02 16:15:00+00:00,43527.84,43579.4,43424.58,43476.14,110.7426
2025-01-02 16:30:00+00:00,43476.14,43545.66,43419.67,43489.19,135.033
2025-01-02 16:45:00+00:00,43489.19,43583.53,43419.94,43514.29,110.6801
2025-01-02 17:00:00+00:00,43514.29,43590.19,43446.25,43522.16,115.0544
2025-01-02 17:15:00+00:00,43522.16,43575.6,43469.62,43523.07,49.1458
2025-01-02 17:30:00+00:00,43523.07,43645.8,43454.69,43577.42,98.9259
2025-01-02 17:45:00+00:00,43577.42,43667.91,43516.39,43606.88,87.6365
2025-01-02 18:00:00+00:00,43606.88,43640.57,43538.39,43572.08,116.9695
2025-01-02 18:15:00+00:00,43572.08,43606.24,43490.14,43524.31,78.1182
2025-01-02 18:30:00+00:00,43524.31,43617.8,43379.5,43472.99,97.0082
2025-01-02 18:45:00+00:00,43472.99,43540.12,43408.83,43475.95,77.7079
2025-01-02 19:00:00+00:00,43475.95,43554.42,43378.3,43456.77,157.2721
2025-01-02 19:15:00+00:00,43456.77,43515.48,43367.99,43426.7,42.3138
2025-01-02 19:30:00+00:00,43426.7,43486.92,43357.4,43417.62,89.6247
2025-01-02 19:45:00+00:00,43417.62,43453.31,43330.09,43365.79,32.2422
2025-01-02 20:00:00+00:00,43365.79,43422.52,43261.58,43318.31,143.782
2025-01-02 20:15:00+00:00,43318.31,43421.16,43245.81,43348.66,25.8816
2025-01-02 20:30:00+00:00,43348.66,43405.16,43320.73,43377.24,176.1254
2025-01-02 20:45:00+00:00,43377.24,43455.91,43317.14,43395.81,156.2745
2025-01-02 21:00:00+00:00,43395.81,43422.25,43308.79,43335.23,70.0577
2025-01-02 21:15:00+00:00,43335.23,43461.12,43243.33,43369.22,26.1269
2025-01-02 21:30:00+00:00,43369.22,43410.01,43257.68,43298.48,102.2283
2025-01-02 21:45:00+00:00,43298.48,43337.48,43208.88,43247.88,107.8912
2025-01-02 22:00:00+00:00,43247.88,43303.03,43175.57,43230.72,48.3618
2025-01-02 22:15:00+00:00,43230.72,43286.38,43133.11,43188.77,124.6813
2025-01-02 22:30:00+00:00,43188.77,43276.77,43080.85,43168.85,52.9295
2025-01-02 22:45:00+00:00,43168.85,43256.01,43052.0,43139.16,44.1564
2025-01-02 23:00:00+00:00,43139.16,43232.16,42992.67,43085.67,88.5407
2025-01-02 23:15:00+00:00,43085.67,43207.25,42995.19,43116.77,159.9974
2025-01-02 23:30:00+00:00,43116.77,43177.92,43023.43,43084.58,42.1539
2025-01-02 23:45:00+00:00,43084.58,43186.96,43024.87,43127.25,45.7834
2025-01-03 00:00:00+00:00,43127.25,43190.42,43081.08,43144.25,41.8371
2025-01-03 00:15:00+00:00,43144.25,43215.09,43110.68,43181.52,71.0529
2025-01-03 00:30:00+00:00,43181.52,43250.43,43089.68,43158.59,125.2727
2025-01-03 00:45:00+00:00,43158.59,43212.39,43101.0,43154.8,56.6974
2025-01-03 01:00:00+00:00,43154.8,43277.63,43085.53,43208.37,125.8292
2025-01-03 01:15:00+00:00,43208.37,43265.74,43098.84,43156.22,62.4747
2025-01-03 01:30:00+00:00,43156.22,43201.98,43062.63,43108.4,123.482
2025-01-03 01:45:00+00:00,43108.4,43202.84,43069.8,43164.24,147.5868
